segment,day,period,sample_size,travel_time,speed
lamar_oltorf$lamar_lamar_square,0,pm_off,250,68.624,32.928
lamar_oltorf$lamar_lamar_square,0,pm_peak,624,74.57051282,31.08814103
lamar_oltorf$lamar_lamar_square,1,am_off,53,59.8490566,39.05660377
lamar_oltorf$lamar_lamar_square,1,am_peak,687,142.7030568,24.85443959
lamar_oltorf$lamar_lamar_square,1,mid-day,905,75.70497238,30.14143646
lamar_oltorf$lamar_lamar_square,1,pm_off,286,69.89160839,32.4965035
lamar_oltorf$lamar_lamar_square,1,pm_peak,646,77.41486068,29.88390093
lamar_oltorf$lamar_lamar_square,2,am_off,46,58.41304348,39.08695652
lamar_oltorf$lamar_lamar_square,2,am_peak,516,114.3023256,26.11627907
lamar_oltorf$lamar_lamar_square,2,mid-day,761,75.0499343,30.38501971
lamar_oltorf$lamar_lamar_square,2,pm_off,234,72.04273504,31.66239316
lamar_oltorf$lamar_lamar_square,2,pm_peak,516,77.09496124,30.08914729
lamar_oltorf$lamar_lamar_square,3,am_off,64,59.671875,38.96875
lamar_oltorf$lamar_lamar_square,3,am_peak,571,106.1611208,27.21190893
lamar_oltorf$lamar_lamar_square,3,mid-day,710,75.01549296,30.38450704
lamar_oltorf$lamar_lamar_square,3,pm_off,251,75.27888446,30.51394422
lamar_oltorf$lamar_lamar_square,3,pm_peak,521,74.93474088,30.67178503
lamar_oltorf$lamar_lamar_square,4,am_off,62,68.0483871,35.27419355
lamar_oltorf$lamar_lamar_square,4,am_peak,542,70.8597786,32.48339483
lamar_oltorf$lamar_lamar_square,4,mid-day,854,79.14754098,29.07142857
lamar_oltorf$lamar_lamar_square,4,pm_off,302,75.08278146,30.30794702
lamar_oltorf$lamar_lamar_square,4,pm_peak,509,78.21611002,29.51866405
lamar_oltorf$lamar_lamar_square,5,am_off,81,75.49382716,33.2962963
lamar_oltorf$lamar_lamar_square,5,am_peak,194,70.8814433,34.65979381
lamar_oltorf$lamar_lamar_square,5,mid-day,712,86.34691011,27.76685393
lamar_oltorf$lamar_lamar_square,5,pm_off,330,73.01515152,31.1030303
lamar_oltorf$lamar_lamar_square,5,pm_peak,462,76.4047619,29.81385281
lamar_oltorf$lamar_lamar_square,6,am_off,136,63.125,35.74264706
lamar_oltorf$lamar_lamar_square,6,am_peak,159,66.93081761,34.20754717
lamar_oltorf$lamar_lamar_square,6,mid-day,803,75.35491905,30.26400996
lamar_oltorf$lamar_lamar_square,6,pm_off,248,68.07258065,33.33064516
lamar_oltorf$lamar_lamar_square,6,pm_peak,499,72.52905812,31.27655311
lamar_payton_gin$lamar_rundberg,0,am_off,174,43.09195402,37.40804598
lamar_payton_gin$lamar_rundberg,0,am_peak,424,51.19811321,32.64150943
lamar_payton_gin$lamar_rundberg,0,mid-day,1064,65.95394737,26.48966165
lamar_payton_gin$lamar_rundberg,0,pm_off,467,50.34261242,33.09207709
lamar_payton_gin$lamar_rundberg,0,pm_peak,670,92.28208955,22.65820896
lamar_payton_gin$lamar_rundberg,1,am_off,118,47.55084746,35.73728814
lamar_payton_gin$lamar_rundberg,1,am_peak,490,53.6122449,31.53877551
lamar_payton_gin$lamar_rundberg,1,mid-day,1213,68.69497115,25.92168178
lamar_payton_gin$lamar_rundberg,1,pm_off,575,51.33913043,32.42782609
lamar_payton_gin$lamar_rundberg,1,pm_peak,972,98.58950617,19.90432099
lamar_payton_gin$lamar_rundberg,2,am_off,114,41.28947368,39.38596491
lamar_payton_gin$lamar_rundberg,2,am_peak,479,49.97703549,33.37578288
lamar_payton_gin$lamar_rundberg,2,mid-day,1000,60.894,28.269
lamar_payton_gin$lamar_rundberg,2,pm_off,497,52.35211268,31.85311871
lamar_payton_gin$lamar_rundberg,2,pm_peak,745,85.34630872,21.60268456
lamar_payton_gin$lamar_rundberg,3,am_off,136,44.97794118,37.66911765
lamar_payton_gin$lamar_rundberg,3,am_peak,488,55.16188525,30.68647541
lamar_payton_gin$lamar_rundberg,3,mid-day,1012,60.52075099,28.29940711
lamar_payton_gin$lamar_rundberg,3,pm_off,445,52.03370787,31.91910112
lamar_payton_gin$lamar_rundberg,3,pm_peak,726,79.66942149,22.86225895
lamar_payton_gin$lamar_rundberg,4,am_off,131,46.19083969,35.64885496
lamar_payton_gin$lamar_rundberg,4,am_peak,475,50.74526316,32.70315789
lamar_payton_gin$lamar_rundberg,4,mid-day,1047,69.76599809,25.39063992
lamar_payton_gin$lamar_rundberg,4,pm_off,416,57.00480769,29.02163462
lamar_payton_gin$lamar_rundberg,4,pm_peak,700,109.97,18.01714286
lamar_payton_gin$lamar_rundberg,5,am_off,172,42.75581395,37.89534884
lamar_payton_gin$lamar_rundberg,5,am_peak,266,47.69548872,34.96240602
lamar_payton_gin$lamar_rundberg,5,mid-day,797,79.37515684,23.18820577
lamar_payton_gin$lamar_rundberg,5,pm_off,461,57.85683297,28.89370933
lamar_payton_gin$lamar_rundberg,5,pm_peak,534,64.35205993,26.44007491
lamar_payton_gin$lamar_rundberg,6,am_off,249,43.25301205,37.58232932
lamar_payton_gin$lamar_rundberg,6,am_peak,236,43.77966102,37.11440678
lamar_payton_gin$lamar_rundberg,6,mid-day,990,63.37272727,26.80606061
lamar_payton_gin$lamar_rundberg,6,pm_off,447,49.80313199,32.72930649
lamar_payton_gin$lamar_rundberg,6,pm_peak,599,58.77796327,28.12687813
lamar_riverside$lamar_5th,0,am_off,43,48.62790698,32.39534884
lamar_riverside$lamar_5th,0,am_peak,492,119.2378049,15.0304878
lamar_riverside$lamar_5th,0,mid-day,696,85.30316092,21.70545977
lamar_riverside$lamar_5th,0,pm_off,216,57.25,28.17592593
lamar_riverside$lamar_5th,0,pm_peak,481,73.76299376,23.12058212
lamar_riverside$lamar_5th,1,am_off,54,50.92592593,30.98148148
lamar_riverside$lamar_5th,1,am_peak,505,127.6079208,14.64356436
lamar_riverside$lamar_5th,1,mid-day,743,100.526245,18.67025572
lamar_riverside$lamar_5th,1,pm_off,278,59.97482014,26.84892086
lamar_riverside$lamar_5th,1,pm_peak,428,134.7476636,15.88084112
lamar_riverside$lamar_5th,2,am_off,55,50.01818182,31.8
lamar_riverside$lamar_5th,2,am_peak,482,116.7219917,15.41286307
lamar_riverside$lamar_5th,2,mid-day,739,109.7997294,18.78890392
lamar_riverside$lamar_5th,2,pm_off,270,57.71111111,27.89259259
lamar_riverside$lamar_5th,2,pm_peak,456,119.1666667,16.76315789
lamar_riverside$lamar_5th,3,am_off,57,50.66666667,31.77192982
lamar_riverside$lamar_5th,3,am_peak,487,131.4004107,13.41067762
lamar_riverside$lamar_5th,3,mid-day,727,87.52819807,20.61485557
lamar_riverside$lamar_5th,3,pm_off,289,60.70934256,26.76124567
lamar_riverside$lamar_5th,3,pm_peak,463,120.6522678,16.81857451
lamar_riverside$lamar_5th,4,am_off,85,50.90588235,31.43529412
lamar_riverside$lamar_5th,4,am_peak,334,99.96107784,17.96706587
lamar_riverside$lamar_5th,4,mid-day,561,144.5115865,14.26737968
lamar_riverside$lamar_5th,4,pm_off,236,80.43644068,22.24152542
lamar_riverside$lamar_5th,4,pm_peak,286,140.6503497,16.47202797
lamar_riverside$lamar_5th,5,am_off,84,52.88095238,30.35714286
lamar_riverside$lamar_5th,5,am_peak,109,60.78899083,27.52293578
lamar_riverside$lamar_5th,5,mid-day,440,150.7340909,12.62045455
lamar_riverside$lamar_5th,5,pm_off,248,68.34274194,24.09677419
lamar_riverside$lamar_5th,5,pm_peak,307,102.2996743,19.1237785
lamar_riverside$lamar_5th,6,am_off,128,53.5859375,30.7109375
lamar_riverside$lamar_5th,6,am_peak,138,55.65217391,29.14492754
lamar_riverside$lamar_5th,6,mid-day,588,92.78401361,19.56462585
lamar_riverside$lamar_5th,6,pm_off,237,53.41350211,29.89873418
lamar_riverside$lamar_5th,6,pm_peak,440,71.86136364,24.01818182
lamar_rundberg$lamar_braker,0,am_off,53,224.1320755,29.73584906
lamar_rundberg$lamar_braker,0,am_peak,134,278.2910448,23.98507463
lamar_rundberg$lamar_braker,0,mid-day,343,318.7784257,20.53644315
lamar_rundberg$lamar_braker,0,pm_off,111,233.4054054,25.99099099
lamar_rundberg$lamar_braker,0,pm_peak,221,308,20.67420814
lamar_rundberg$lamar_braker,1,am_off,32,250.15625,30.28125
lamar_rundberg$lamar_braker,1,am_peak,163,257.9570552,24.38650307
lamar_rundberg$lamar_braker,1,mid-day,407,317.3734644,20.20884521
lamar_rundberg$lamar_braker,1,pm_off,155,237.0322581,25.98709677
lamar_rundberg$lamar_braker,1,pm_peak,326,327.9294479,19.21779141
lamar_rundberg$lamar_braker,2,am_off,57,228.2807018,30.87719298
lamar_rundberg$lamar_braker,2,am_peak,190,267.0210526,23.97368421
lamar_rundberg$lamar_braker,2,mid-day,334,270.6826347,22.58083832
lamar_rundberg$lamar_braker,2,pm_off,135,257.7555556,24.62962963
lamar_rundberg$lamar_braker,2,pm_peak,231,270.2727273,21.38095238
lamar_rundberg$lamar_braker,3,am_off,45,285.2,27.22222222
lamar_rundberg$lamar_braker,3,am_peak,163,264.803681,25.08588957
lamar_rundberg$lamar_braker,3,mid-day,338,294.887574,21.96745562
lamar_rundberg$lamar_braker,3,pm_off,131,238.7328244,25.47328244
lamar_rundberg$lamar_braker,3,pm_peak,256,279.3945313,21.234375
lamar_rundberg$lamar_braker,4,am_off,38,290.3947368,27.47368421
lamar_rundberg$lamar_braker,4,am_peak,162,273.7098765,23.56790123
lamar_rundberg$lamar_braker,4,mid-day,348,347.612069,18.8045977
lamar_rundberg$lamar_braker,4,pm_off,135,253.3703704,23.34074074
lamar_rundberg$lamar_braker,4,pm_peak,219,346.109589,18.13242009
lamar_rundberg$lamar_braker,5,am_off,49,201.2244898,31.53061224
lamar_rundberg$lamar_braker,5,am_peak,83,244.626506,27.15662651
lamar_rundberg$lamar_braker,5,mid-day,254,364.980315,17.71259843
lamar_rundberg$lamar_braker,5,pm_off,115,275.5304348,22.96521739
lamar_rundberg$lamar_braker,5,pm_peak,157,294.5796178,21.67515924
lamar_rundberg$lamar_braker,6,am_off,71,219.4929577,29.50704225
lamar_rundberg$lamar_braker,6,am_peak,69,284.2463768,26.72463768
lamar_rundberg$lamar_braker,6,mid-day,283,284.3886926,22.26855124
lamar_rundberg$lamar_braker,6,pm_off,125,283.424,23.952
lamar_rundberg$lamar_braker,6,pm_peak,196,280.8520408,22.40816327
lamar_rundberg$lamar_parmer,0,am_off,18,731.3888889,28.27777778
lamar_rundberg$lamar_parmer,0,am_peak,61,808.295082,23.86885246
lamar_rundberg$lamar_parmer,0,mid-day,163,796.3496933,20.24539877
lamar_rundberg$lamar_parmer,0,pm_off,48,569.4583333,26.97916667
lamar_rundberg$lamar_parmer,0,pm_peak,121,854.9752066,19.95041322
lamar_rundberg$lamar_parmer,1,am_off,10,731.9,23
lamar_rundberg$lamar_parmer,1,am_peak,71,848.915493,21.33802817
lamar_rundberg$lamar_parmer,1,mid-day,193,755.9274611,21.10362694
lamar_rundberg$lamar_parmer,1,pm_off,65,616.4461538,25.16923077
lamar_rundberg$lamar_parmer,1,pm_peak,164,779.0853659,19.45731707
lamar_rundberg$lamar_parmer,2,am_off,17,502,29.29411765
lamar_rundberg$lamar_parmer,2,am_peak,75,725.3866667,21.93333333
lamar_rundberg$lamar_parmer,2,mid-day,149,744.7181208,22.13422819
lamar_rundberg$lamar_parmer,2,pm_off,53,750.7924528,24.43396226
lamar_rundberg$lamar_parmer,2,pm_peak,133,751.0150376,21.03759398
lamar_rundberg$lamar_parmer,3,am_off,10,793.4,22.8
lamar_rundberg$lamar_parmer,3,am_peak,79,654.9493671,24.48101266
lamar_rundberg$lamar_parmer,3,mid-day,121,814.9669421,21.16528926
lamar_rundberg$lamar_parmer,3,pm_off,56,490.7321429,27.78571429
lamar_rundberg$lamar_parmer,3,pm_peak,142,722.7887324,21.57042254
lamar_rundberg$lamar_parmer,4,am_off,14,887.2857143,19.21428571
lamar_rundberg$lamar_parmer,4,am_peak,77,734.2727273,22.63636364
lamar_rundberg$lamar_parmer,4,mid-day,164,892.5487805,19.06097561
lamar_rundberg$lamar_parmer,4,pm_off,50,563.18,24.46
lamar_rundberg$lamar_parmer,4,pm_peak,102,709.0882353,21.30392157
lamar_rundberg$lamar_parmer,5,am_off,18,564.2222222,29.94444444
lamar_rundberg$lamar_parmer,5,am_peak,30,602.1333333,28.73333333
lamar_rundberg$lamar_parmer,5,mid-day,122,808.1065574,20.83606557
lamar_rundberg$lamar_parmer,5,pm_off,46,494.4565217,27.19565217
lamar_rundberg$lamar_parmer,5,pm_peak,66,702.6060606,22.59090909
lamar_rundberg$lamar_parmer,6,am_off,16,446.9375,30.875
lamar_rundberg$lamar_parmer,6,am_peak,20,642.5,30.3
lamar_rundberg$lamar_parmer,6,mid-day,147,688.4421769,22.46938776
lamar_rundberg$lamar_parmer,6,pm_off,50,603.32,25.24
lamar_rundberg$lamar_parmer,6,pm_peak,118,817.4915254,22.04237288
